subset_idx,subset_name,mask_bits,heads,n_heads,n_P,n_B,n_E,has_P,has_B,has_E,P_B,P_E,B_E,P_B_count,P_E_count,B_E_count,high_primary,full_primary,ablation,position_mode,logit_diff_mean,logit_diff_std,drop_from_clean_mean,drop_from_clean_std,n_prompts
190,P:9.9|P:9.6|P:10.0|B:10.2|B:10.6|B:11.2|E:11.10,1110001101001,"9.9,9.6,10.0,10.2,10.6,11.2,11.10",7,3,3,1,1,1,1,1,1,1,0.375,0.5,0.1875,1,1,mean,end,2.995898485183716,1.615103840827942,0.752892017364502,1.24191153049469,256
191,P:9.9|P:9.6|P:10.0|B:10.1|E:11.10,1110010000001,"9.9,9.6,10.0,10.1,11.10",5,3,1,1,1,1,1,1,1,1,0.125,0.5,0.0625,1,1,mean,end,3.758741855621338,1.8456740379333496,-0.00995168462395668,1.0214067697525024,256
192,P:9.9|P:9.6|P:10.0|B:10.1|E:10.7|E:11.10,1110010000011,"9.9,9.6,10.0,10.1,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1,mean,end,3.369771957397461,1.7829517126083374,0.37901821732521057,0.9798354506492615,256
193,P:9.9|P:9.6|P:10.0|B:10.1|B:10.10,1110010010000,"9.9,9.6,10.0,10.1,10.10",5,3,2,0,1,1,0,1,0,0,0.25,0.0,0.0,1,1,mean,end,3.123372793197632,1.4928323030471802,0.6254174709320068,0.8058502078056335,256
194,P:9.9|P:9.6|P:10.0|B:10.1|B:10.2|B:11.9|E:10.7,1110011000110,"9.9,9.6,10.0,10.1,10.2,11.9,10.7",7,3,3,1,1,1,1,1,1,1,0.375,0.5,0.1875,1,1,mean,end,2.5351362228393555,1.257097601890564,1.2136539220809937,0.798945963382721,256
195,P:9.9|P:9.6|P:10.0|B:10.1|B:10.2|B:10.10|E:10.7|E:11.10,1110011010011,"9.9,9.6,10.0,10.1,10.2,10.10,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1,mean,end,2.4731712341308594,1.4350138902664185,1.2756190299987793,0.8115521669387817,256
196,P:9.9|P:9.6|P:10.0|B:10.1|B:10.2|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1110011011111,"9.9,9.6,10.0,10.1,10.2,10.10,11.2,11.9,10.7,11.10",10,3,5,2,1,1,1,1,1,1,0.625,1.0,0.625,1,1,mean,end,2.146188735961914,1.5957740545272827,1.6026018857955933,1.330885887145996,256
197,P:9.9|P:9.6|P:10.0|B:10.1|B:10.2|B:10.6|E:10.7|E:11.10,1110011100011,"9.9,9.6,10.0,10.1,10.2,10.6,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1,mean,end,2.587489366531372,1.5215986967086792,1.1613008975982666,0.957614541053772,256
198,P:9.9|P:9.6|P:10.0|B:9.7,1110100000000,"9.9,9.6,10.0,9.7",4,3,1,0,1,1,0,1,0,0,0.125,0.0,0.0,1,1,mean,end,3.0903592109680176,1.382513403892517,0.6584309339523315,0.7955102920532227,256
199,P:9.9|P:9.6|P:10.0|B:9.7|E:11.10,1110100000001,"9.9,9.6,10.0,9.7,11.10",5,3,1,1,1,1,1,1,1,1,0.125,0.5,0.0625,1,1,mean,end,3.757448196411133,1.7748721837997437,-0.008658107370138168,1.0440057516098022,256
200,P:9.9|P:9.6|P:10.0|B:9.7|E:10.7|E:11.10,1110100000011,"9.9,9.6,10.0,9.7,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1,mean,end,3.350419521331787,1.684692144393921,0.39837056398391724,0.9640771150588989,256
201,P:9.9|P:9.6|P:10.0|B:9.7|B:11.2|B:11.9|E:10.7|E:11.10,1110100001111,"9.9,9.6,10.0,9.7,11.2,11.9,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1,mean,end,3.225172758102417,1.8742731809616089,0.5236173868179321,1.4089534282684326,256
202,P:9.9|P:9.6|P:10.0|B:9.7|B:10.10|E:10.7,1110100010010,"9.9,9.6,10.0,9.7,10.10,10.7",6,3,2,1,1,1,1,1,1,1,0.25,0.5,0.125,1,1,mean,end,2.653290271759033,1.2592114210128784,1.095500111579895,0.7012093663215637,256
203,P:9.9|P:9.6|P:10.0|B:9.7|B:10.6|B:10.10,1110100110000,"9.9,9.6,10.0,9.7,10.6,10.10",6,3,3,0,1,1,0,1,0,0,0.375,0.0,0.0,1,1,mean,end,2.7486507892608643,1.2612452507019043,1.0001394748687744,0.7219855189323425,256
204,P:9.9|P:9.6|P:10.0|B:9.7|B:10.6|B:10.10|B:11.9|E:10.7,1110100110110,"9.9,9.6,10.0,9.7,10.6,10.10,11.9,10.7",8,3,4,1,1,1,1,1,1,1,0.5,0.5,0.25,1,1,mean,end,2.3266677856445312,1.1194301843643188,1.4221222400665283,0.6898283362388611,256
205,P:9.9|P:9.6|P:10.0|B:9.7|B:10.2|B:11.2|B:11.9|E:10.7,1110101001110,"9.9,9.6,10.0,9.7,10.2,11.2,11.9,10.7",8,3,4,1,1,1,1,1,1,1,0.5,0.5,0.25,1,1,mean,end,2.364182949066162,1.4473869800567627,1.384607195854187,1.3208614587783813,256
206,P:9.9|P:9.6|P:10.0|B:9.7|B:10.2|B:10.6|E:10.7|E:11.10,1110101100011,"9.9,9.6,10.0,9.7,10.2,10.6,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1,mean,end,2.5777039527893066,1.4195067882537842,1.1710865497589111,0.9407595992088318,256
207,P:9.9|P:9.6|P:10.0|B:9.7|B:10.1|B:10.10|B:11.9|E:10.7|E:11.10,1110110010111,"9.9,9.6,10.0,9.7,10.1,10.10,11.9,10.7,11.10",9,3,4,2,1,1,1,1,1,1,0.5,1.0,0.5,1,1,mean,end,2.5620672702789307,1.4797130823135376,1.186722993850708,0.8354044556617737,256
208,P:9.9|P:9.6|P:10.0|B:9.7|B:10.1|B:10.2|E:11.10,1110111000001,"9.9,9.6,10.0,9.7,10.1,10.2,11.10",7,3,3,1,1,1,1,1,1,1,0.375,0.5,0.1875,1,1,mean,end,3.1126370429992676,1.5115464925765991,0.6361530423164368,0.8614128232002258,256
209,P:9.9|P:9.6|P:10.0|B:9.7|B:10.1|B:10.2|B:10.6,1110111100000,"9.9,9.6,10.0,9.7,10.1,10.2,10.6",7,3,4,0,1,1,0,1,0,0,0.5,0.0,0.0,1,1,mean,end,2.4999806880950928,1.1292476654052734,1.2488094568252563,0.7120479941368103,256
210,P:9.9|P:9.6|P:10.0|B:9.0,1111000000000,"9.9,9.6,10.0,9.0",4,3,1,0,1,1,0,1,0,0,0.125,0.0,0.0,1,1,mean,end,3.278961658477783,1.4629769325256348,0.4698285162448883,0.7664800882339478,256
211,P:9.9|P:9.6|P:10.0|B:9.0|E:10.7|E:11.10,1111000000011,"9.9,9.6,10.0,9.0,10.7,11.10",6,3,1,2,1,1,1,1,1,1,0.125,1.0,0.125,1,1,mean,end,3.5608301162719727,1.7924559116363525,0.1879602074623108,1.0021929740905762,256
212,P:9.9|P:9.6|P:10.0|B:9.0|B:11.2|E:10.7,1111000001010,"9.9,9.6,10.0,9.0,11.2,10.7",6,3,2,1,1,1,1,1,1,1,0.25,0.5,0.125,1,1,mean,end,2.8483147621154785,1.6146949529647827,0.9004754424095154,1.2615318298339844,256
213,P:9.9|P:9.6|P:10.0|B:9.0|B:10.6,1111000100000,"9.9,9.6,10.0,9.0,10.6",5,3,2,0,1,1,0,1,0,0,0.25,0.0,0.0,1,1,mean,end,3.01137113571167,1.3272038698196411,0.7374192476272583,0.6795334219932556,256
214,P:9.9|P:9.6|P:10.0|B:9.0|B:10.6|B:10.10|B:11.2|E:10.7|E:11.10,1111000111011,"9.9,9.6,10.0,9.0,10.6,10.10,11.2,10.7,11.10",9,3,4,2,1,1,1,1,1,1,0.5,1.0,0.5,1,1,mean,end,2.43780517578125,1.5702308416366577,1.3109853267669678,1.2049609422683716,256
215,P:9.9|P:9.6|P:10.0|B:9.0|B:10.2|B:11.2|E:10.7|E:11.10,1111001001011,"9.9,9.6,10.0,9.0,10.2,11.2,10.7,11.10",8,3,3,2,1,1,1,1,1,1,0.375,1.0,0.375,1,1,mean,end,3.063439130783081,1.7902154922485352,0.6853511333465576,1.36757493019104,256
216,P:9.9|P:9.6|P:10.0|B:9.0|B:10.2|B:10.6|E:10.7,1111001100010,"9.9,9.6,10.0,9.0,10.2,10.6,10.7",7,3,3,1,1,1,1,1,1,1,0.375,0.5,0.1875,1,1,mean,end,2.4230995178222656,1.199208378791809,1.325690746307373,0.7945303916931152,256
217,P:9.9|P:9.6|P:10.0|B:9.0|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:11.10,1111001111101,"9.9,9.6,10.0,9.0,10.2,10.6,10.10,11.2,11.9,11.10",10,3,6,1,1,1,1,1,1,1,0.75,0.5,0.375,1,1,mean,end,2.21527361869812,1.462870717048645,1.5335166454315186,1.3253625631332397,256
218,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.10,1111010010000,"9.9,9.6,10.0,9.0,10.1,10.10",6,3,3,0,1,1,0,1,0,0,0.375,0.0,0.0,1,1,mean,end,3.1184191703796387,1.509735107421875,0.6303709745407104,0.8280646204948425,256
219,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.6|B:10.10,1111010110000,"9.9,9.6,10.0,9.0,10.1,10.6,10.10",7,3,4,0,1,1,0,1,0,0,0.5,0.0,0.0,1,1,mean,end,2.8646864891052246,1.3815478086471558,0.8841040134429932,0.7032089233398438,256
220,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.6|B:10.10|E:10.7|E:11.10,1111010110011,"9.9,9.6,10.0,9.0,10.1,10.6,10.10,10.7,11.10",9,3,4,2,1,1,1,1,1,1,0.5,1.0,0.5,1,1,mean,end,2.489651679992676,1.4707103967666626,1.259138584136963,0.7626150250434875,256
221,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.2|B:11.2|E:11.10,1111011001001,"9.9,9.6,10.0,9.0,10.1,10.2,11.2,11.10",8,3,4,1,1,1,1,1,1,1,0.5,0.5,0.25,1,1,mean,end,3.1539249420166016,1.866576910018921,0.5948651432991028,1.4339698553085327,256
222,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|E:10.7|E:11.10,1111011111011,"9.9,9.6,10.0,9.0,10.1,10.2,10.6,10.10,11.2,10.7,11.10",11,3,6,2,1,1,1,1,1,1,0.75,1.0,0.75,1,1,mean,end,1.743708610534668,1.369126796722412,2.0050816535949707,1.198280692100525,256
223,P:9.9|P:9.6|P:10.0|B:9.0|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7,1111011111110,"9.9,9.6,10.0,9.0,10.1,10.2,10.6,10.10,11.2,11.9,10.7",11,3,7,1,1,1,1,1,1,1,0.875,0.5,0.4375,1,1,mean,end,1.8016135692596436,1.3864198923110962,1.9471766948699951,1.3397389650344849,256
224,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.6|B:11.2|E:11.10,1111100101001,"9.9,9.6,10.0,9.0,9.7,10.6,11.2,11.10",8,3,4,1,1,1,1,1,1,1,0.5,0.5,0.25,1,1,mean,end,3.2202842235565186,1.81136953830719,0.5285060405731201,1.395147681236267,256
225,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.6|B:11.2|B:11.9,1111100101100,"9.9,9.6,10.0,9.0,9.7,10.6,11.2,11.9",8,3,5,0,1,1,0,1,0,0,0.625,0.0,0.0,1,1,mean,end,2.544640064239502,1.5217506885528564,1.2041504383087158,1.3593213558197021,256
226,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.6|B:10.10|B:11.9|E:10.7,1111100110110,"9.9,9.6,10.0,9.0,9.7,10.6,10.10,11.9,10.7",9,3,5,1,1,1,1,1,1,1,0.625,0.5,0.3125,1,1,mean,end,2.2947888374328613,1.1263878345489502,1.4540016651153564,0.7101598978042603,256
227,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1111100111111,"9.9,9.6,10.0,9.0,9.7,10.6,10.10,11.2,11.9,10.7,11.10",11,3,6,2,1,1,1,1,1,1,0.75,1.0,0.75,1,1,mean,end,2.134861469268799,1.491843581199646,1.6139287948608398,1.257879376411438,256
228,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.2|B:11.2|B:11.9,1111101001100,"9.9,9.6,10.0,9.0,9.7,10.2,11.2,11.9",8,3,5,0,1,1,0,1,0,0,0.625,0.0,0.0,1,1,mean,end,2.6113946437835693,1.6267613172531128,1.1373956203460693,1.4913088083267212,256
229,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.2|B:10.6,1111101100000,"9.9,9.6,10.0,9.0,9.7,10.2,10.6",7,3,4,0,1,1,0,1,0,0,0.5,0.0,0.0,1,1,mean,end,2.5613999366760254,1.1284176111221313,1.1873903274536133,0.7507238388061523,256
230,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:11.10,1111101111101,"9.9,9.6,10.0,9.0,9.7,10.2,10.6,10.10,11.2,11.9,11.10",11,3,7,1,1,1,1,1,1,1,0.875,0.5,0.4375,1,1,mean,end,2.033550977706909,1.4210854768753052,1.715239405632019,1.3488391637802124,256
231,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7|E:11.10,1111110111111,"9.9,9.6,10.0,9.0,9.7,10.1,10.6,10.10,11.2,11.9,10.7,11.10",12,3,7,2,1,1,1,1,1,1,0.875,1.0,0.875,1,1,mean,end,1.862554907798767,1.5242539644241333,1.8862354755401611,1.3055169582366943,256
232,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:11.2|B:11.9|E:10.7|E:11.10,1111111001111,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,11.2,11.9,10.7,11.10",11,3,6,2,1,1,1,1,1,1,0.75,1.0,0.75,1,1,mean,end,2.500089168548584,1.734131932258606,1.2487009763717651,1.4342552423477173,256
233,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.10|B:11.2,1111111011000,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.10,11.2",9,3,6,0,1,1,0,1,0,0,0.75,0.0,0.0,1,1,mean,end,2.354055881500244,1.7184491157531738,1.3947341442108154,1.5610151290893555,256
234,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6,1111111100000,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6",8,3,5,0,1,1,0,1,0,0,0.625,0.0,0.0,1,1,mean,end,2.484537363052368,1.1356866359710693,1.2642531394958496,0.7238075137138367,256
235,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.2,1111111101000,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,11.2",9,3,6,0,1,1,0,1,0,0,0.75,0.0,0.0,1,1,mean,end,2.2646918296813965,1.4593355655670166,1.4840984344482422,1.3454034328460693,256
236,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:11.2|B:11.9|E:11.10,1111111101101,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,11.2,11.9,11.10",11,3,7,1,1,1,1,1,1,1,0.875,0.5,0.4375,1,1,mean,end,2.3969178199768066,1.554270625114441,1.351872205734253,1.343016505241394,256
237,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.9,1111111110100,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.9",10,3,7,0,1,1,0,1,0,0,0.875,0.0,0.0,1,1,mean,end,2.259429931640625,1.1625226736068726,1.4893603324890137,0.8296597003936768,256
238,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|E:10.7|E:11.10,1111111111011,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.2,10.7,11.10",12,3,7,2,1,1,1,1,1,1,0.875,1.0,0.875,1,1,mean,end,1.536388635635376,1.3143105506896973,2.2124016284942627,1.2194093465805054,256
239,P:9.9|P:9.6|P:10.0|B:9.0|B:9.7|B:10.1|B:10.2|B:10.6|B:10.10|B:11.2|B:11.9|E:10.7,1111111111110,"9.9,9.6,10.0,9.0,9.7,10.1,10.2,10.6,10.10,11.2,11.9,10.7",12,3,8,1,1,1,1,1,1,1,1.0,0.5,0.5,1,1,mean,end,1.624333143234253,1.3508390188217163,2.124457359313965,1.3690476417541504,256
